ID,HomoA,LumoA,GapA,HomoAH,LumoAH,GapAH,HomoAH2,LumoAH2,GapAH2,SMILES,redoxpot1,redoxpot2
1751,-7.2041,-3.3129,3.8912,-6.9864,-3.2041,3.7823,-5.2629,-1.3717,3.8912,c1cc(c2c(c1C(F)(F)F)nc1cc(ccc1n2)C(F)(F)F)C(F)(F)F,0.6535,1.0694
1752,-7.1889,-3.2977,3.8912,-6.8958,-3.1951,3.7007,-5.2093,-1.3997,3.8095,c1(c(cc2c(c1)nc1c(cccc1n2)C(F)(F)F)C(F)(F)F)C(F)(F)F,0.7300,1.0651
1753,-7.1644,-3.3004,3.8640,-6.8735,-3.1456,3.7279,-5.2912,-1.4000,3.8912,c1(c(cc2c(c1)nc1cc(ccc1n2)C(F)(F)F)C(F)(F)F)C(F)(F)F,0.7433,1.1362
1754,-6.9478,-3.2743,3.6735,-6.6237,-2.9230,3.7007,-4.9832,-1.1736,3.8095,c1(cc(c2c(c1)nc1ccccc1n2)P(=O)(O)O)P(=O)(O)O,0.6348,1.0643
1755,-6.8991,-3.1167,3.7823,-6.6164,-2.9157,3.7007,-5.0022,-1.1654,3.8368,c1cc(c2c(c1P(=O)(O)O)nc1ccccc1n2)P(=O)(O)O,0.7873,1.0757
1756,-7.0155,-3.2332,3.7823,-6.7026,-2.9747,3.7279,-5.0498,-1.1042,3.9456,c1cc(c2c(c1)nc1c(cccc1n2)P(=O)(O)O)P(=O)(O)O,0.6142,1.0208
1757,-6.9361,-3.2626,3.6735,-6.6781,-3.2495,3.4286,-5.1178,-1.1178,4.0000,c1cc(c2c(c1)nc1cc(ccc1n2)P(=O)(O)O)P(=O)(O)O,0.7786,0.9544
1758,-6.9927,-3.2648,3.7279,-6.7143,-3.2041,3.5102,-5.0817,-1.0000,4.0816,c1cc(c2c(c1)nc1ccc(cc1n2)P(=O)(O)O)P(=O)(O)O,0.7903,0.8884
1759,-6.9987,-3.1347,3.8640,-6.7573,-3.0022,3.7551,-5.3451,-1.0457,4.2993,c1cc(c2c(c1)nc1cccc(c1n2)P(=O)(O)O)P(=O)(O)O,0.2354,1.1973
1760,-6.8719,-3.0623,3.8095,-6.5965,-2.9502,3.6463,-5.1159,-1.2520,3.8640,c1(c(cc2c(c1)nc1ccccc1n2)P(=O)(O)O)P(=O)(O)O,0.6459,1.0587
1761,-6.8936,-3.1113,3.7823,-6.6422,-2.9959,3.6463,-5.1080,-1.1897,3.9184,c1c(cc2c(c1)nc1cc(ccc1n2)P(=O)(O)O)P(=O)(O)O,0.7078,1.0912
176,-7.5913,-3.9451,3.6463,-7.3181,-3.7807,3.5374,-6.4251,-0.8468,5.5783,C1(=CC(=CC(=O)C1=O)[SiH3])[SiH3],0.9722,1.5940
1762,-6.8806,-3.1255,3.7551,-6.6539,-2.9260,3.7279,-5.1236,-1.2052,3.9184,c1c(cc2c(c1)nc1ccc(cc1n2)P(=O)(O)O)P(=O)(O)O,0.7102,1.0984
1763,-6.9445,-3.2438,3.7007,-6.6857,-3.1755,3.5102,-5.2713,-1.5706,3.7007,c1(c(c(c2c(c1)nc1ccccc1n2)P(=O)(O)O)P(=O)(O)O)P(=O)(O)O,0.7009,1.1762
1766,-7.1415,-3.4680,3.6735,-6.7793,-3.1603,3.6191,-5.2455,-1.2727,3.9728,c1c(c(c2c(c1)nc1cc(ccc1n2)P(=O)(O)O)P(=O)(O)O)P(=O)(O)O,0.5016,1.1599
1765,-7.1219,-3.4212,3.7007,-6.8210,-3.2291,3.5919,-5.1037,-1.4574,3.6463,c1c(c(c2c(c1)nc1c(cccc1n2)P(=O)(O)O)P(=O)(O)O)P(=O)(O)O,0.9543,1.2014
1764,-7.0789,-3.4599,3.6191,-6.7562,-3.3276,3.4286,-5.2041,-1.8572,3.3470,c1c(c(c2c(c1P(=O)(O)O)nc1ccccc1n2)P(=O)(O)O)P(=O)(O)O,0.7210,1.0986
1767,-7.1094,-3.4904,3.6191,-6.7649,-3.3091,3.4558,-5.2626,-1.5075,3.7551,c1c(c(c2c(c1)nc1ccc(cc1n2)P(=O)(O)O)P(=O)(O)O)P(=O)(O)O,0.6941,1.1721
1768,-7.2158,-3.5695,3.6463,-6.8101,-3.2455,3.5646,-5.4180,-1.3908,4.0272,c1c(c(c2c(c1)nc1cccc(c1n2)P(=O)(O)O)P(=O)(O)O)P(=O)(O)O,0.7255,0.8956
1769,-7.1320,-3.4041,3.7279,-6.8593,-3.2403,3.6191,-5.2321,-1.3410,3.8912,c1(cc(c2c(c1)nc1c(cccc1n2)P(=O)(O)O)P(=O)(O)O)P(=O)(O)O,0.5858,1.1210
1770,-7.0626,-3.4163,3.6463,-6.7655,-3.0648,3.7007,-5.2142,-1.4046,3.8095,c1(cc(c2c(c1)nc1cc(ccc1n2)P(=O)(O)O)P(=O)(O)O)P(=O)(O)O,0.7781,1.1372
177,-7.5581,-3.9119,3.6463,-7.3026,-3.8196,3.4830,-6.4093,-1.0759,5.3334,C1(=CC=C(C(=O)C1=O)[SiH3])[SiH3],0.9516,1.4329
1771,-7.0193,-3.3187,3.7007,-6.7745,-3.2642,3.5102,-5.1940,-1.3573,3.8368,c1(cc(c2c(c1)nc1ccc(cc1n2)P(=O)(O)O)P(=O)(O)O)P(=O)(O)O,0.7800,1.1409
1772,-7.1543,-3.2904,3.8640,-6.8656,-3.2738,3.5919,-5.4604,-1.2971,4.1633,c1(cc(c2c(c1)nc1cccc(c1n2)P(=O)(O)O)P(=O)(O)O)P(=O)(O)O,0.7542,0.7707
1773,-7.1679,-3.3040,3.8640,-6.9271,-3.2536,3.6735,-5.4585,-1.5946,3.8640,c1cc(c2c(c1P(=O)(O)O)nc1c(cccc1n2)P(=O)(O)O)P(=O)(O)O,0.7090,0.7718
1774,-7.1399,-3.4392,3.7007,-6.9268,-3.2533,3.6735,-5.4566,-1.5927,3.8640,c1cc(c2c(c1P(=O)(O)O)nc1cc(ccc1n2)P(=O)(O)O)P(=O)(O)O,0.9264,0.7739
1775,-7.1502,-3.3679,3.7823,-6.8041,-3.0762,3.7279,-5.1497,-1.4218,3.7279,c1(c(cc2c(c1)nc1c(cccc1n2)P(=O)(O)O)P(=O)(O)O)P(=O)(O)O,0.7086,1.1124
1776,-7.0327,-3.3048,3.7279,-6.7429,-3.2327,3.5102,-5.2180,-1.4901,3.7279,c1(c(cc2c(c1)nc1cc(ccc1n2)P(=O)(O)O)P(=O)(O)O)P(=O)(O)O,0.7613,1.1762
1777,-7.0506,-3.3499,3.7007,-6.7965,-3.3407,3.4558,-5.2155,-1.6237,3.5919,c1(cc(c2c(c1)nc1ccccc1n2)S(O)([O])[O])S([O])([O])O,0.8349,1.1257
1779,-7.1745,-3.2833,3.8912,-6.9666,-3.2114,3.7551,-5.2476,-1.4381,3.8095,c1cc(c2c(c1)nc1c(cccc1n2)S([O])(O)[O])S(O)([O])[O],0.7590,1.1226
1778,-7.0667,-3.3660,3.7007,-6.8691,-3.3045,3.5646,-5.2697,-1.9772,3.2925,c1cc(c2c(c1S([O])([O])O)nc1ccccc1n2)S([O])(O)[O],0.7324,1.1253
178,-7.5804,-3.9886,3.5919,-7.3127,-3.8841,3.4286,-6.4006,-0.6863,5.7143,C1=C(C(=CC(=O)C1=O)[SiH3])[SiH3],1.1451,1.6092
1780,-7.1233,-3.3138,3.8095,-6.9366,-3.1271,3.8095,-5.3421,-1.4781,3.8640,c1cc(c2c(c1)nc1cc(ccc1n2)S([O])(O)[O])S(O)([O])[O],0.7999,1.1478
1781,-7.1383,-3.3287,3.8095,-6.8678,-3.2215,3.6463,-5.3086,-1.3086,4.0000,c1cc(c2c(c1)nc1ccc(cc1n2)S([O])([O])O)S(O)([O])[O],0.8224,1.1551
1782,-7.1644,-3.2732,3.8912,-6.8795,-3.2332,3.6463,-5.3195,-1.3739,3.9456,c1cc(c2c(c1)nc1cccc(c1n2)S([O])([O])O)S(O)([O])[O],0.7153,1.0488
1783,-7.0583,-3.2759,3.7823,-6.7777,-3.1859,3.5919,-5.2261,-1.7431,3.4830,c1(c(cc2c(c1)nc1ccccc1n2)S([O])(O)[O])S([O])([O])O,0.7104,1.1262
1785,-7.1165,-3.3342,3.7823,-6.8610,-3.1331,3.7279,-5.2349,-1.5342,3.7007,c1c(cc2c(c1)nc1ccc(cc1n2)S([O])([O])O)S([O])(O)[O],0.7936,1.1594
1784,-7.1244,-3.3421,3.7823,-6.8248,-3.2329,3.5919,-5.2193,-1.4642,3.7551,c1c(cc2c(c1)nc1cc(ccc1n2)S([O])(O)[O])S([O])(O)[O],0.7745,1.1669
1786,-7.1524,-3.5606,3.5919,-6.9121,-3.4836,3.4286,-5.5154,-2.1684,3.3470,c1(c(c(c2c(c1)nc1ccccc1n2)S([O])(O)[O])S([O])([O])O)S([O])([O])O,0.8287,1.1972
1787,-7.3225,-3.8395,3.4830,-7.1470,-3.7456,3.4014,-5.6602,-2.3676,3.2925,c1c(c(c2c(c1S([O])([O])O)nc1ccccc1n2)S([O])(O)[O])S([O])(O)[O],0.9968,0.7813
1788,-7.4517,-3.7238,3.7279,-7.1889,-3.7059,3.4830,-5.5048,-1.8857,3.6191,c1c(c(c2c(c1)nc1c(cccc1n2)S(O)([O])[O])S([O])(O)[O])S(O)([O])[O],1.0301,0.9918
1789,-7.3287,-3.6008,3.7279,-7.0300,-3.5470,3.4830,-5.4610,-1.7603,3.7007,c1c(c(c2c(c1)nc1cc(ccc1n2)S([O])(O)[O])S([O])([O])O)S([O])([O])O,0.9469,1.4261
1791,-7.3965,-3.6686,3.7279,-7.1513,-3.6411,3.5102,-5.7222,-1.8582,3.8640,c1c(c(c2c(c1)nc1cccc(c1n2)S(O)([O])[O])S([O])(O)[O])S([O])(O)[O],0.9374,0.9119
1790,-7.4169,-3.7978,3.6191,-7.1456,-3.6898,3.4558,-5.6694,-1.8871,3.7823,c1c(c(c2c(c1)nc1ccc(cc1n2)S([O])([O])O)S([O])(O)[O])S([O])(O)[O],1.0165,0.8400
179,-7.5957,-4.0855,3.5102,-7.3342,-4.0144,3.3197,-6.4689,-1.0267,5.4422,C1(=C(C(=CC(=O)C1=O)[SiH3])[SiH3])[SiH3],1.1795,1.5055
1793,-7.3579,-3.6027,3.7551,-7.0757,-3.6199,3.4558,-5.4920,-1.8729,3.6191,c1(cc(c2c(c1)nc1cc(ccc1n2)S([O])(O)[O])S(O)([O])[O])S([O])([O])O,0.9223,1.2485
1792,-7.4226,-3.5859,3.8368,-7.2457,-3.6267,3.6191,-5.5263,-1.7712,3.7551,c1(cc(c2c(c1)nc1c(cccc1n2)S(O)([O])[O])S([O])(O)[O])S([O])([O])O,1.0832,0.9917
1795,-7.4270,-3.5358,3.8912,-7.1228,-3.5309,3.5919,-5.5233,-1.7682,3.7551,c1(cc(c2c(c1)nc1cccc(c1n2)S([O])([O])O)S(O)([O])[O])S([O])(O)[O],0.8183,1.1298
1794,-7.3679,-3.6400,3.7279,-7.0885,-3.5782,3.5102,-5.5143,-1.7592,3.7551,c1(cc(c2c(c1)nc1ccc(cc1n2)S([O])([O])O)S([O])(O)[O])S([O])([O])O,0.9082,1.2498
1796,-7.4496,-3.5584,3.8912,-7.2632,-3.5897,3.6735,-5.7121,-2.0386,3.6735,c1cc(c2c(c1S(O)([O])[O])nc1c(cccc1n2)S([O])(O)[O])S([O])(O)[O],1.0976,0.9455
1797,-7.4139,-3.5772,3.8368,-7.1415,-3.5769,3.5646,-5.4950,-2.0664,3.4286,c1cc(c2c(c1S(O)([O])[O])nc1cc(ccc1n2)S(O)([O])[O])S([O])(O)[O],0.8099,1.2374
1798,-7.3584,-3.4944,3.8640,-7.1334,-3.5959,3.5374,-5.4882,-1.7875,3.7007,c1(c(cc2c(c1)nc1c(cccc1n2)S(O)([O])[O])S(O)([O])[O])S([O])([O])O,1.0875,0.9111
1799,-7.3045,-3.5494,3.7551,-7.0476,-3.4014,3.6463,-5.4117,-1.8199,3.5919,c1(c(cc2c(c1)nc1cc(ccc1n2)S([O])(O)[O])S([O])([O])O)S([O])([O])O,0.8434,1.2226
1800,-6.9905,-3.3714,3.6191,-6.7720,-3.1257,3.6463,-5.1870,-1.6495,3.5374,c1(cc(c2c(c1)nc1ccccc1n2)C#N)C#N,0.6896,1.1419
180,-7.5374,-4.0544,3.4830,-7.3628,-3.9886,3.3742,-6.4980,-1.2463,5.2517,C1(=C(C=C(C(=O)C1=O)[SiH3])[SiH3])[SiH3],1.0039,1.4932
1802,-7.0457,-3.3450,3.7007,-6.8044,-3.2397,3.5646,-5.1864,-1.5401,3.6463,c1cc(c2c(c1)nc1c(cccc1n2)C#N)C#N,0.6764,1.0703
1803,-7.0131,-3.3396,3.6735,-6.7413,-3.3127,3.4286,-5.1761,-1.5842,3.5919,c1cc(c2c(c1)nc1cc(ccc1n2)C#N)C#N,0.7649,1.0645
1801,-6.9935,-3.4561,3.5374,-6.7968,-3.3410,3.4558,-5.2123,-2.0830,3.1293,c1cc(c2c(c1C#N)nc1ccccc1n2)C#N,0.7035,1.0822
1804,-7.0335,-3.3600,3.6735,-6.7442,-3.2340,3.5102,-5.2115,-1.4291,3.7823,c1cc(c2c(c1)nc1ccc(cc1n2)C#N)C#N,0.7675,1.0784
1805,-7.0373,-3.3366,3.7007,-6.7638,-3.3080,3.4558,-5.2071,-1.5880,3.6191,c1cc(c2c(c1)nc1cccc(c1n2)C#N)C#N,0.7468,0.9975
1807,-7.0223,-3.3761,3.6463,-6.7554,-3.2452,3.5102,-5.1663,-1.5472,3.6191,c1c(cc2c(c1)nc1cc(ccc1n2)C#N)C#N,0.7882,1.1521
1806,-6.9698,-3.3236,3.6463,-6.7249,-3.2147,3.5102,-5.1480,-2.0188,3.1293,c1(c(cc2c(c1)nc1ccccc1n2)C#N)C#N,0.7537,1.1228
1808,-7.0234,-3.3499,3.6735,-6.7432,-3.0969,3.6463,-5.1742,-1.6640,3.5102,c1c(cc2c(c1)nc1ccc(cc1n2)C#N)C#N,0.7797,1.1474
1809,-7.1345,-3.7059,3.4286,-6.8991,-3.6065,3.2925,-5.4218,-2.3742,3.0476,c1(c(c(c2c(c1)nc1ccccc1n2)C#N)C#N)C#N,0.8932,1.1477
181,-7.3872,-4.0675,3.3197,-7.3644,-4.0446,3.3197,-6.5320,-1.2803,5.2517,C1(=C(C(=C(C(=O)C1=O)[SiH3])[SiH3])[SiH3])[SiH3],1.0559,1.5423
1810,-7.1478,-3.8280,3.3197,-6.9747,-3.6278,3.3470,-5.4855,-2.4106,3.0748,c1c(c(c2c(c1C#N)nc1ccccc1n2)C#N)C#N,0.8541,1.1840
1811,-7.2324,-3.6950,3.5374,-7.0147,-3.6133,3.4014,-5.4436,-2.0966,3.3470,c1c(c(c2c(c1)nc1c(cccc1n2)C#N)C#N)C#N,0.8094,1.1735
1812,-7.2294,-3.7192,3.5102,-6.9998,-3.5440,3.4558,-5.4406,-2.0120,3.4286,c1c(c(c2c(c1)nc1cc(ccc1n2)C#N)C#N)C#N,0.8352,1.2552
1813,-7.2215,-3.7113,3.5102,-6.9540,-3.5255,3.4286,-5.4281,-2.0811,3.3470,c1c(c(c2c(c1)nc1ccc(cc1n2)C#N)C#N)C#N,0.9152,1.1798
1814,-7.2139,-3.7037,3.5102,-6.9451,-3.5981,3.3470,-5.4289,-2.0547,3.3742,c1c(c(c2c(c1)nc1cccc(c1n2)C#N)C#N)C#N,0.8971,1.1016
1815,-7.2155,-3.6237,3.5919,-6.9957,-3.4582,3.5374,-5.4180,-1.7989,3.6191,c1(cc(c2c(c1)nc1c(cccc1n2)C#N)C#N)C#N,0.7819,1.1675
1816,-7.2311,-3.6120,3.6191,-6.9437,-3.6240,3.3197,-5.3998,-1.9440,3.4558,c1(cc(c2c(c1)nc1cc(ccc1n2)C#N)C#N)C#N,0.8720,1.1549
1817,-7.2136,-3.6490,3.5646,-6.9584,-3.5842,3.3742,-5.4270,-1.7807,3.6463,c1(cc(c2c(c1)nc1ccc(cc1n2)C#N)C#N)C#N,0.8897,1.1619
1818,-7.2196,-3.6006,3.6191,-6.9565,-3.6095,3.3470,-5.3932,-1.9102,3.4830,c1(cc(c2c(c1)nc1cccc(c1n2)C#N)C#N)C#N,0.8562,1.0723
1819,-7.2327,-3.6680,3.5646,-7.0041,-3.6027,3.4014,-5.4422,-2.2313,3.2109,c1cc(c2c(c1C#N)nc1c(cccc1n2)C#N)C#N,0.7823,1.0980
1820,-7.2223,-3.6849,3.5374,-7.0115,-3.5285,3.4830,-5.4359,-2.1978,3.2381,c1cc(c2c(c1C#N)nc1cc(ccc1n2)C#N)C#N,0.8029,1.1716
182,-6.5130,-3.7102,2.8027,-7.0525,-3.4063,3.6463,-5.9747,-0.0699,5.9048,C1(=C(C=CC(=O)C1=O)O)O,0.8797,1.3009
1822,-7.2199,-3.6008,3.6191,-6.9500,-3.4397,3.5102,-5.3929,-2.1821,3.2109,c1(c(cc2c(c1)nc1cc(ccc1n2)C#N)C#N)C#N,0.8740,1.2272
1821,-7.2278,-3.5815,3.6463,-7.0041,-3.4395,3.5646,-5.4095,-2.1442,3.2653,c1(c(cc2c(c1)nc1c(cccc1n2)C#N)C#N)C#N,0.7711,1.2190
1824,-6.8694,-3.4408,3.4286,-6.7113,-3.3372,3.3742,-5.1597,-2.5747,2.5850,c1cc(c2c(c1C=O)nc1ccccc1n2)C=O,0.7193,1.0555
1823,-6.8705,-3.3603,3.5102,-6.7070,-3.0879,3.6191,-5.1361,-2.0340,3.1021,c1(cc(c2c(c1)nc1ccccc1n2)C=O)C=O,0.7288,1.1493
1826,-6.8934,-3.3287,3.5646,-6.6300,-3.3374,3.2925,-5.1206,-2.0729,3.0476,c1cc(c2c(c1)nc1cc(ccc1n2)C=O)C=O,0.7914,1.0732
1825,-6.9276,-3.2814,3.6463,-6.7290,-3.1916,3.5374,-5.1657,-2.0365,3.1293,c1cc(c2c(c1)nc1c(cccc1n2)C=O)C=O,0.6789,1.0585
1828,-6.9165,-3.2702,3.6463,-6.6596,-3.2582,3.4014,-5.2370,-2.0806,3.1565,c1cc(c2c(c1)nc1cccc(c1n2)C=O)C=O,0.7250,0.9767
1827,-6.8925,-3.3551,3.5374,-6.6515,-3.2229,3.4286,-5.1636,-1.9527,3.2109,c1cc(c2c(c1)nc1ccc(cc1n2)C=O)C=O,0.7866,1.1088
1829,-6.8860,-3.2397,3.6463,-6.6632,-3.1801,3.4830,-5.0879,-2.4757,2.6123,c1(c(cc2c(c1)nc1ccccc1n2)C=O)C=O,0.7380,1.1056
1830,-6.8955,-3.3853,3.5102,-6.6770,-3.2757,3.4014,-5.1521,-1.8868,3.2653,c1c(cc2c(c1)nc1cc(ccc1n2)C=O)C=O,0.8161,1.1631
183,-6.7453,-3.6433,3.1021,-6.8256,-3.2882,3.5374,-5.8977,0.1431,6.0408,C1(=CC(=CC(=O)C1=O)O)O,1.0703,1.0922
1831,-6.9238,-3.3320,3.5919,-6.6833,-3.0370,3.6463,-5.1214,-2.0738,3.0476,c1c(cc2c(c1)nc1ccc(cc1n2)C=O)C=O,0.7875,1.1601
1832,-6.9549,-3.4991,3.4558,-6.7467,-3.4814,3.2653,-5.2738,-2.3894,2.8844,c1(c(c(c2c(c1)nc1ccccc1n2)C=O)C=O)C=O,0.8389,1.0977
1834,-7.0479,-3.5377,3.5102,-6.8789,-3.5320,3.3470,-5.3521,-2.4406,2.9116,c1c(c(c2c(c1)nc1c(cccc1n2)C=O)C=O)C=O,0.7544,1.1388
1833,-6.9840,-3.6642,3.3197,-6.8580,-3.6471,3.2109,-5.3910,-2.6972,2.6939,c1c(c(c2c(c1C=O)nc1ccccc1n2)C=O)C=O,0.8045,1.1297
1835,-7.0109,-3.6095,3.4014,-6.8721,-3.4980,3.3742,-5.3325,-2.3938,2.9388,c1c(c(c2c(c1)nc1cc(ccc1n2)C=O)C=O)C=O,0.8133,1.2458
1836,-7.0226,-3.5940,3.4286,-6.8166,-3.4153,3.4014,-5.3641,-2.4253,2.9388,c1c(c(c2c(c1)nc1ccc(cc1n2)C=O)C=O)C=O,0.8759,1.1823
1838,-7.0610,-3.5508,3.5102,-6.8681,-3.3850,3.4830,-5.3549,-2.1712,3.1837,c1(cc(c2c(c1)nc1c(cccc1n2)C=O)C=O)C=O,0.8056,1.1789
1837,-7.0637,-3.5535,3.5102,-6.9500,-3.4670,3.4830,-5.3943,-2.4283,2.9660,c1c(c(c2c(c1)nc1cccc(c1n2)C=O)C=O)C=O,0.6902,1.1914
1839,-7.0313,-3.5755,3.4558,-6.7606,-3.6313,3.1293,-5.3412,-2.2936,3.0476,c1(cc(c2c(c1)nc1cc(ccc1n2)C=O)C=O)C=O,0.9202,1.1730
184,-6.2876,-3.8114,2.4762,-6.5214,-3.4738,3.0476,-5.9930,0.1023,6.0953,C1(=CC=C(C(=O)C1=O)O)O,1.2017,1.2335
1840,-7.0049,-3.6308,3.3742,-6.8017,-3.5908,3.2109,-5.3728,-2.1075,3.2653,c1(cc(c2c(c1)nc1ccc(cc1n2)C=O)C=O)C=O,0.9430,1.2093
1841,-7.0613,-3.5238,3.5374,-6.9638,-3.2359,3.7279,-5.3042,-2.2838,3.0204,c1(cc(c2c(c1)nc1cccc(c1n2)C=O)C=O)C=O,0.7214,1.2001
1843,-7.0833,-3.6003,3.4830,-6.8923,-3.5725,3.3197,-5.3268,-2.6601,2.6667,c1c(cc2c(c1)nc1c(ccc(c1n2)C=O)C=O)C=O,0.7868,1.1418
1844,-7.0700,-3.4509,3.6191,-6.8882,-3.3508,3.5374,-5.2700,-2.5489,2.7211,c1(c(cc2c(c1)nc1cccc(c1n2)C=O)C=O)C=O,0.7410,1.1942
1842,-7.0645,-3.5815,3.4830,-6.9481,-3.4650,3.4830,-5.3802,-2.6863,2.6939,c1cc(c2c(c1)nc1c(ccc(c1n2)C=O)C=O)C=O,0.7036,1.1284
1845,-7.0925,-3.4735,3.6191,-6.8251,-3.4509,3.3742,-5.2708,-2.5769,2.6939,c1(c(cc2c(c1)nc1ccc(cc1n2)C=O)C=O)C=O,0.8157,1.2126
1846,-6.8602,-3.1867,3.6735,-6.6256,-3.2514,3.3742,-5.0925,-1.7184,3.3742,c1(cc(c2c(c1)nc1ccccc1n2)C(=O)O)C(=O)O,0.6910,1.2170
1848,-6.9070,-3.1246,3.7823,-6.7361,-3.1170,3.6191,-5.0436,-1.7238,3.3197,c1cc(c2c(c1)nc1c(cccc1n2)C(=O)O)C(=O)O,0.7383,1.2083
1847,-6.8607,-3.1600,3.7007,-6.7189,-3.2359,3.4830,-5.0822,-2.1978,2.8844,c1cc(c2c(c1C(=O)O)nc1ccccc1n2)C(=O)O,0.7286,1.2226
1849,-6.8819,-3.1812,3.7007,-6.6430,-3.2144,3.4286,-5.0656,-1.7731,3.2925,c1cc(c2c(c1)nc1cc(ccc1n2)C(=O)O)C(=O)O,0.6810,1.2223
1850,-6.8885,-3.1878,3.7007,-6.6591,-3.1216,3.5374,-5.0817,-1.5714,3.5102,c1cc(c2c(c1)nc1ccc(cc1n2)C(=O)O)C(=O)O,0.6841,1.2433
1851,-7.0264,-3.2985,3.7279,-6.7742,-3.3184,3.4558,-5.0999,-1.6985,3.4014,c1cc(c2c(c1)nc1cccc(c1n2)C(=O)O)C(=O)O,0.7427,0.6801
185,-7.0515,-3.4052,3.6463,-6.8738,-3.2547,3.6191,-5.6460,-0.0950,5.5510,C1=C(C(=CC(=O)C1=O)O)O,0.7933,1.1673
1852,-6.8765,-3.1214,3.7551,-6.6204,-3.0014,3.6191,-5.1274,-1.8076,3.3197,c1(c(cc2c(c1)nc1ccccc1n2)C(=O)O)C(=O)O,0.6658,1.0768
1853,-6.9013,-3.2822,3.6191,-6.6569,-3.1739,3.4830,-5.0925,-1.6367,3.4558,c1c(cc2c(c1)nc1cc(ccc1n2)C(=O)O)C(=O)O,0.7657,1.1327
1855,-6.9527,-3.2520,3.7007,-6.7010,-3.1908,3.5102,-5.1880,-1.7867,3.4014,c1(c(c(c2c(c1)nc1ccccc1n2)C(=O)O)C(=O)O)C(=O)O,0.7227,1.1393
1854,-6.9203,-3.2468,3.6735,-6.6838,-2.9831,3.7007,-5.1018,-1.7820,3.3197,c1c(cc2c(c1)nc1ccc(cc1n2)C(=O)O)C(=O)O,0.7463,1.1241
1857,-7.0134,-3.3127,3.7007,-6.8599,-3.1320,3.7279,-5.2512,-2.0131,3.2381,c1c(c(c2c(c1)nc1c(cccc1n2)C(=O)O)C(=O)O)C(=O)O,0.8435,1.0622
1856,-6.9851,-3.3388,3.6463,-6.8221,-3.1758,3.6463,-5.3078,-2.3418,2.9660,c1c(c(c2c(c1C(=O)O)nc1ccccc1n2)C(=O)O)C(=O)O,0.9512,1.1644
1858,-7.0096,-3.3089,3.7007,-6.8596,-3.1317,3.7279,-5.2528,-2.0691,3.1837,c1c(c(c2c(c1)nc1c(cccc1n2)C(=O)O)C(=O)O)C(=O)O,0.8420,1.1298
1859,-7.0022,-3.3831,3.6191,-6.7853,-3.1391,3.6463,-5.3100,-1.9358,3.3742,c1c(c(c2c(c1)nc1ccc(cc1n2)C(=O)O)C(=O)O)C(=O)O,0.8036,1.0932
1860,-7.0019,-3.3284,3.6735,-6.7919,-3.2544,3.5374,-5.2441,-1.7067,3.5374,c1c(c(c2c(c1)nc1cccc(c1n2)C(=O)O)C(=O)O)C(=O)O,0.7252,1.1770
186,-6.5309,-3.5105,3.0204,-6.7195,-3.3453,3.3742,-5.7282,0.0405,5.7687,C1(=C(C(=CC(=O)C1=O)O)O)O,0.6268,1.2194
1862,-7.0398,-3.3935,3.6463,-6.7862,-3.4664,3.3197,-5.2438,-2.0057,3.2381,c1(cc(c2c(c1)nc1cc(ccc1n2)C(=O)O)C(=O)O)C(=O)O,0.7809,1.2953
1861,-7.0536,-3.3529,3.7007,-6.8626,-3.4068,3.4558,-5.2490,-1.8476,3.4014,c1(cc(c2c(c1)nc1c(cccc1n2)C(=O)O)C(=O)O)C(=O)O,0.8460,1.2885
1863,-7.0251,-3.4332,3.5919,-6.8057,-3.4316,3.3742,-5.2713,-1.7883,3.4830,c1(cc(c2c(c1)nc1ccc(cc1n2)C(=O)O)C(=O)O)C(=O)O,0.7935,1.3275
1864,-7.0202,-3.3195,3.7007,-6.7862,-3.3848,3.4014,-5.2346,-1.9965,3.2381,c1(cc(c2c(c1)nc1cccc(c1n2)C(=O)O)C(=O)O)C(=O)O,0.7229,1.3482
1865,-7.0193,-3.2914,3.7279,-6.8743,-3.4185,3.4558,-5.2291,-2.3176,2.9116,c1cc(c2c(c1)nc1c(ccc(c1n2)C(=O)O)C(=O)O)C(=O)O,0.7266,1.3864
1866,-7.0433,-3.3698,3.6735,-6.8969,-3.3595,3.5374,-5.2623,-2.2963,2.9660,c1c(cc2c(c1)nc1c(ccc(c1n2)C(=O)O)C(=O)O)C(=O)O,0.8104,1.2965
1868,-7.0490,-3.3483,3.7007,-6.8038,-3.1848,3.6191,-5.2735,-2.0082,3.2653,c1(c(cc2c(c1)nc1ccc(cc1n2)C(=O)O)C(=O)O)C(=O)O,0.7649,1.1474
1867,-7.0316,-3.2765,3.7551,-6.7799,-3.2425,3.5374,-5.1774,-1.8849,3.2925,c1(c(cc2c(c1)nc1cccc(c1n2)C(=O)O)C(=O)O)C(=O)O,0.6910,1.2591
1869,-6.8332,-3.1325,3.7007,-6.5663,-3.1377,3.4286,-5.0482,-1.6468,3.4014,c1(cc(c2c(c1)nc1ccccc1n2)C(=O)OC)C(=O)OC,0.6972,1.1772
1870,-6.8185,-3.0906,3.7279,-6.6561,-3.1731,3.4830,-5.0397,-2.1010,2.9388,c1cc(c2c(c1C(=O)OC)nc1ccccc1n2)C(=O)OC,0.6833,1.2269
