ID,HomoA,LumoA,GapA,HomoAH,LumoAH,GapAH,HomoAH2,LumoAH2,GapAH2,SMILES,redoxpot1,redoxpot2
1264,-7.6760,-3.7848,3.8912,-7.3538,-3.6259,3.7279,-6.0632,-2.2536,3.8095,c1(cc2c(o1)C(=O)C=CC2=O)C=O,0.7944,1.3654
1263,-6.6789,-3.6041,3.0748,-6.4343,-3.4955,2.9388,-5.7919,-1.4109,4.3810,c1(cc2c(o1)C(=O)C=CC2=O)C=C,0.7362,1.2987
1266,-7.6278,-3.7366,3.8912,-7.2988,-3.5981,3.7007,-6.0174,-1.8814,4.1361,c1(cc2c(o1)C(=O)C=CC2=O)C(=O)OC,0.7762,1.3490
1265,-7.7385,-3.7657,3.9728,-7.3399,-3.6120,3.7279,-6.0286,-1.9469,4.0816,c1(cc2c(o1)C(=O)C=CC2=O)C(=O)O,0.8597,1.3532
1268,-7.6618,-3.7162,3.9456,-7.3532,-3.6525,3.7007,-6.0055,-1.2980,4.7075,c1(cc2c(o1)C(=O)C=CC2=O)P(=O)(O)O,0.7681,1.3444
1267,-7.6602,-3.7962,3.8640,-7.3587,-3.7396,3.6191,-6.0743,-1.8294,4.2449,c1(cc2c(o1)C(=O)C=CC2=O)C#N,0.8032,1.3587
1269,-7.8585,-3.8041,4.0544,-7.4985,-3.6618,3.8368,-6.1089,-1.5918,4.5170,c1(cc2c(o1)C(=O)C=CC2=O)S(O)([O])[O],0.8161,1.3579
1270,-7.3774,-3.6768,3.7007,-7.0934,-3.5831,3.5102,-5.9279,-0.7034,5.2245,c1c(c2c(o1)C(=O)C=CC2=O)F,0.7223,1.3242
127,-7.3189,-3.9448,3.3742,-7.0817,-3.8163,3.2653,-6.4784,-0.3831,6.0953,C1(=CC=CC(=O)C1=O)Cl,1.1292,1.4957
1271,-7.3181,-3.6719,3.6463,-7.1100,-3.5997,3.5102,-5.9549,-0.7848,5.1701,c1c(c2c(o1)C(=O)C=CC2=O)Cl,0.7143,1.3326
1272,-6.7032,-3.6283,3.0748,-7.1429,-3.5510,3.5919,-5.9336,-0.7908,5.1429,c1c(c2c(o1)C(=O)C=CC2=O)S,0.7079,1.3166
1273,-6.8936,-3.5739,3.3197,-6.6727,-3.4890,3.1837,-5.7510,-0.5265,5.2245,c1c(c2c(o1)C(=O)C=CC2=O)O,0.7196,1.2781
1274,-6.8727,-3.5802,3.2925,-6.6762,-3.4925,3.1837,-5.7353,-0.5108,5.2245,c1c(c2c(o1)C(=O)C=CC2=O)OC,0.7358,1.2797
1275,-7.1219,-3.5573,3.5646,-6.9364,-3.4533,3.4830,-5.7829,-0.4767,5.3061,c1c(c2c(o1)C(=O)C=CC2=O)C,0.7212,1.2578
1276,-7.7023,-3.7295,3.9728,-7.3679,-3.6400,3.7279,-6.0599,-0.9170,5.1429,c1c(c2c(o1)C(=O)C=CC2=O)C(F)(F)F,0.6979,1.3655
1277,-7.3851,-3.6299,3.7551,-7.1472,-3.5282,3.6191,-5.9260,-0.7287,5.1973,c1c(c2c(o1)C(=O)C=CC2=O)[SiH3],0.7474,1.2094
1279,-7.6825,-3.7097,3.9728,-7.2871,-3.6408,3.6463,-6.0406,-1.9317,4.1089,c1c(c2c(o1)C(=O)C=CC2=O)C=O,0.7030,1.3593
1280,-7.6210,-3.7026,3.9184,-7.3345,-3.5793,3.7551,-5.9706,-1.5080,4.4626,c1c(c2c(o1)C(=O)C=CC2=O)C(=O)O,0.8715,1.4779
1278,-6.7987,-3.5878,3.2109,-6.6757,-3.4920,3.1837,-5.8340,-0.8816,4.9524,c1c(c2c(o1)C(=O)C=CC2=O)C=C,0.7298,1.2537
128,-7.5761,-3.9298,3.6463,-7.1725,-3.8256,3.3470,-6.2806,-0.3758,5.9048,C1=C(C=CC(=O)C1=O)Cl,1.0654,1.5617
1281,-7.5249,-3.7154,3.8095,-7.2855,-3.5576,3.7279,-5.9423,-1.4525,4.4898,c1c(c2c(o1)C(=O)C=CC2=O)C(=O)OC,1.2078,1.3092
1283,-6.3056,-3.5301,2.7755,-6.9203,-3.4373,3.4830,-5.7513,-0.5268,5.2245,c1c(c2c(o1)C(=O)C=CC2=O)N,0.5704,1.2719
1282,-6.0161,-3.5127,2.5034,-6.6833,-3.4452,3.2381,-5.7328,-0.5083,5.2245,c1c(c2c(o1)C(=O)C=CC2=O)N(C)C,0.6320,1.2992
1285,-7.6221,-3.8670,3.7551,-7.2569,-3.6378,3.6191,-6.0721,-0.8748,5.1973,c1c(c2c(o1)C(=O)C=CC2=O)P(=O)(O)O,0.7178,1.3768
1284,-7.8740,-3.8196,4.0544,-7.5124,-3.7301,3.7823,-6.1315,-2.7845,3.3470,c1c(c2c(o1)C(=O)C=CC2=O)N(=O)=O,0.8603,1.3814
1287,-7.6917,-3.7733,3.9184,-7.3573,-3.6566,3.7007,-6.0468,-1.3121,4.7347,c1c(c2c(o1)C(=O)C=CC2=O)C#N,0.8232,1.3585
1286,-7.7845,-3.7845,4.0000,-7.4653,-3.6830,3.7823,-6.0716,-1.0103,5.0612,c1c(c2c(o1)C(=O)C=CC2=O)S(O)([O])[O],0.7911,1.3967
1288,-7.3660,-3.6925,3.6735,-7.0705,-3.5603,3.5102,-5.9706,-0.6917,5.2789,c1cc2c(o1)C(=O)C=C(C2=O)F,0.7565,1.2365
1289,-7.3576,-3.7385,3.6191,-7.0332,-3.6591,3.3742,-5.9783,-0.6993,5.2789,c1cc2c(o1)C(=O)C=C(C2=O)Cl,0.6948,1.3527
1291,-7.1067,-3.4604,3.6463,-6.7595,-3.4397,3.3197,-5.7081,-0.5652,5.1429,c1cc2c(o1)C(=O)C=C(C2=O)O,0.5493,1.2124
1290,-6.9334,-3.6136,3.3197,-6.5750,-3.5546,3.0204,-5.7723,-0.6294,5.1429,c1cc2c(o1)C(=O)C=C(C2=O)S,0.5935,1.2921
129,-6.7358,-3.8242,2.9116,-6.7032,-3.6827,3.0204,-6.3053,-1.0264,5.2789,C1(=CC=CC(=O)C1=O)C=C,0.9773,1.5452
1292,-7.0909,-3.4174,3.6735,-6.7347,-3.2517,3.4830,-5.6683,-0.5527,5.1157,c1cc2c(o1)C(=O)C=C(C2=O)OC,0.6263,1.0589
1293,-7.2485,-3.4933,3.7551,-6.9045,-3.4215,3.4830,-5.7641,-0.5124,5.2517,c1cc2c(o1)C(=O)C=C(C2=O)C,0.6458,1.2436
1295,-7.3671,-3.6664,3.7007,-7.0264,-3.5434,3.4830,-5.9247,-0.6185,5.3061,c1cc2c(o1)C(=O)C=C(C2=O)[SiH3],0.7336,1.3237
1294,-7.4819,-3.8629,3.6191,-7.1802,-3.7244,3.4558,-6.1007,-0.7401,5.3606,c1cc2c(o1)C(=O)C=C(C2=O)C(F)(F)F,0.7889,1.4085
1296,-7.0196,-3.6182,3.4014,-6.6980,-3.5415,3.1565,-5.8166,-1.0003,4.8163,c1cc2c(o1)C(=O)C=C(C2=O)C=C,0.6683,1.3222
1297,-7.4373,-3.9543,3.4830,-7.1600,-3.7587,3.4014,-6.1325,-1.7788,4.3538,c1cc2c(o1)C(=O)C=C(C2=O)C=O,0.8527,1.4593
1299,-7.4438,-3.8248,3.6191,-7.1423,-3.7138,3.4286,-6.0776,-1.2612,4.8163,c1cc2c(o1)C(=O)C=C(C2=O)C(=O)OC,0.7972,1.4245
1298,-7.4417,-3.8498,3.5919,-7.1611,-3.7325,3.4286,-6.1119,-1.3499,4.7619,c1cc2c(o1)C(=O)C=C(C2=O)C(=O)O,0.8143,1.4409
130,-7.0942,-3.7744,3.3197,-7.1508,-3.6133,3.5374,-6.0022,-0.9410,5.0612,C1(=CC(=O)C(=O)C=C1)C=C,1.0932,1.3991
1301,-6.5334,-3.2408,3.2925,-6.2724,-3.3064,2.9660,-5.4765,-0.4969,4.9796,c1cc2c(o1)C(=O)C=C(C2=O)N,0.3554,1.1334
1300,-6.2778,-3.2302,3.0476,-6.0602,-2.9581,3.1021,-5.4539,-0.5015,4.9524,c1cc2c(o1)C(=O)C=C(C2=O)N(C)C,0.5915,0.9619
1302,-7.5339,-3.9693,3.5646,-7.2811,-3.9070,3.3742,-6.2923,-2.6188,3.6735,c1cc2c(o1)C(=O)C=C(C2=O)N(=O)=O,0.8806,1.5331
1303,-7.4857,-3.9211,3.5646,-7.1559,-3.7002,3.4558,-6.1146,-0.7540,5.3606,c1cc2c(o1)C(=O)C=C(C2=O)P(=O)(O)O,0.7493,1.4167
1305,-7.5189,-4.0087,3.5102,-7.3091,-3.9894,3.3197,-6.1731,-1.1935,4.9796,c1cc2c(o1)C(=O)C=C(C2=O)C#N,0.9427,1.3758
1304,-7.5222,-3.9576,3.5646,-7.2330,-3.8044,3.4286,-6.1731,-0.8397,5.3334,c1cc2c(o1)C(=O)C=C(C2=O)S(O)([O])[O],0.8144,1.4455
1306,-7.3916,-3.6909,3.7007,-7.0223,-3.5665,3.4558,-5.9315,-0.4893,5.4422,c1cc2c(o1)C(=O)C(=CC2=O)F,0.7635,1.2179
1307,-7.3538,-3.7347,3.6191,-6.9872,-3.6403,3.3470,-5.9649,-0.6860,5.2789,c1cc2c(o1)C(=O)C(=CC2=O)Cl,0.7923,1.2552
1308,-6.9334,-3.6408,3.2925,-6.6242,-3.5222,3.1021,-5.7012,-0.5856,5.1157,c1cc2c(o1)C(=O)C(=CC2=O)S,0.7618,1.1107
1309,-7.1589,-3.5399,3.6191,-6.8093,-3.3535,3.4558,-5.6798,-0.3192,5.3606,c1cc2c(o1)C(=O)C(=CC2=O)O,0.7135,1.0094
1311,-7.2496,-3.4944,3.7551,-6.8596,-3.3766,3.4830,-5.7344,-0.4555,5.2789,c1cc2c(o1)C(=O)C(=CC2=O)C,0.6937,1.1998
131,-7.4096,-4.0354,3.3742,-7.5241,-3.8234,3.7007,-6.4310,-2.0501,4.3810,C1(=CC=CC(=O)C1=O)C=O,1.2986,1.5996
1310,-6.9919,-3.4816,3.5102,-6.6814,-3.2528,3.4286,-5.8006,-0.4672,5.3334,c1cc2c(o1)C(=O)C(=CC2=O)OC,0.7336,1.1395
1312,-7.4762,-3.8572,3.6191,-7.1802,-3.8060,3.3742,-6.1097,-1.0212,5.0885,c1cc2c(o1)C(=O)C(=CC2=O)C(F)(F)F,0.8531,1.3397
1313,-7.3630,-3.6623,3.7007,-7.0311,-3.6025,3.4286,-5.9195,-0.8582,5.0612,c1cc2c(o1)C(=O)C(=CC2=O)[SiH3],0.7754,1.2817
1315,-7.4457,-3.9083,3.5374,-7.1663,-3.9282,3.2381,-6.1208,-1.9031,4.2177,c1cc2c(o1)C(=O)C(=CC2=O)C=O,0.9081,1.3886
1314,-7.0226,-3.6212,3.4014,-6.6724,-3.5431,3.1293,-5.7815,-1.1829,4.5987,c1cc2c(o1)C(=O)C(=CC2=O)C=C,0.7769,1.2157
1317,-7.4370,-3.7908,3.6463,-7.1434,-3.7965,3.3470,-6.0942,-1.5499,4.5442,c1cc2c(o1)C(=O)C(=CC2=O)C(=O)OC,0.8422,1.3791
1316,-7.4398,-3.8207,3.6191,-7.1698,-3.9045,3.2653,-6.1214,-1.6316,4.4898,c1cc2c(o1)C(=O)C(=CC2=O)C(=O)O,0.8538,1.4010
1318,-6.2972,-3.2495,3.0476,-6.1483,-2.9646,3.1837,-5.3467,-0.3671,4.9796,c1cc2c(o1)C(=O)C(=CC2=O)N(C)C,0.6307,0.9411
1319,-6.5611,-3.2686,3.2925,-6.3856,-3.0114,3.3742,-5.3840,-0.2139,5.1701,c1cc2c(o1)C(=O)C(=CC2=O)N,0.6377,0.8855
132,-7.6901,-4.2071,3.4830,-7.4136,-3.9578,3.4558,-6.5919,-1.7755,4.8163,C1=C(C=CC(=O)C1=O)C=O,1.2589,1.6980
1320,-7.5391,-3.9744,3.5646,-7.2645,-4.0536,3.2109,-6.3217,-2.7026,3.6191,c1cc2c(o1)C(=O)C(=CC2=O)N(=O)=O,0.9612,1.4503
1321,-7.5070,-3.9968,3.5102,-7.2806,-3.6887,3.5919,-6.1660,-1.1048,5.0612,c1cc2c(o1)C(=O)C(=CC2=O)P(=O)(O)O,0.7444,1.3891
1322,-7.5867,-4.1037,3.4830,-7.4169,-3.8251,3.5919,-6.2368,-1.2844,4.9524,c1cc2c(o1)C(=O)C(=CC2=O)S(O)([O])[O],0.7591,1.4809
1324,-7.4017,-3.8098,3.5919,-7.0874,-3.7132,3.3742,-6.0640,-0.6218,5.4422,c1cc2c(o1)C(=O)C(=C(C2=O)F)F,0.6903,1.2763
1323,-7.5140,-4.0038,3.5102,-7.3184,-3.8082,3.5102,-6.1840,-1.5309,4.6531,c1cc2c(o1)C(=O)C(=CC2=O)C#N,0.8394,1.4711
1326,-6.5078,-3.6778,2.8299,-6.2482,-3.6087,2.6395,-5.7793,-0.6909,5.0885,c1cc2c(o1)C(=O)C(=C(C2=O)S)S,0.6005,1.1273
1325,-7.3521,-3.8419,3.5102,-7.0120,-3.7739,3.2381,-6.0561,-0.8316,5.2245,c1cc2c(o1)C(=O)C(=C(C2=O)Cl)Cl,0.7212,1.3046
1327,-6.6174,-3.5154,3.1021,-6.3402,-3.4014,2.9388,-5.6974,-0.3369,5.3606,c1cc2c(o1)C(=O)C(=C(C2=O)O)O,0.5970,1.0214
1328,-6.7470,-3.4272,3.3197,-6.5336,-3.2955,3.2381,-5.8251,-0.4917,5.3334,c1cc2c(o1)C(=O)C(=C(C2=O)OC)OC,0.5997,1.1635
133,-7.6996,-4.1078,3.5919,-7.4291,-3.8917,3.5374,-6.5358,-1.3657,5.1701,C1=C(C=CC(=O)C1=O)C(=O)OC,1.2054,1.6511
1329,-7.1070,-3.4063,3.7007,-6.7298,-3.3284,3.4014,-5.6969,-0.4180,5.2789,c1cc2c(o1)C(=O)C(=C(C2=O)C)C,0.6199,1.1844
1330,-7.5968,-4.0593,3.5374,-7.4915,-4.0357,3.4558,-6.4090,-1.3750,5.0340,c1cc2c(o1)C(=O)[C]([C](C2=O)C(F)(F)F)C(F)(F)F,0.8910,1.4860
1331,-7.3842,-3.7380,3.6463,-7.0561,-3.6819,3.3742,-6.0000,-0.9660,5.0340,c1cc2c(o1)C(=O)C(=C(C2=O)[SiH3])[SiH3],0.7516,1.3203
1332,-6.6613,-3.5864,3.0748,-6.3949,-3.5377,2.8572,-5.7872,-1.1886,4.5987,c1cc2c(o1)C(=O)C(=C(C2=O)C=C)C=C,0.6705,1.2232
1333,-7.5418,-4.1132,3.4286,-7.2838,-4.1002,3.1837,-6.3421,-2.1788,4.1633,c1cc2c(o1)C(=O)C(=C(C2=O)C=O)C=O,0.9314,1.5250
1334,-7.5374,-4.0000,3.5374,-7.2545,-3.9347,3.3197,-6.3091,-1.5472,4.7619,c1cc2c(o1)C(=O)C(=C(C2=O)C(=O)O)C(=O)O,0.8577,1.4631
1336,-5.3589,-3.1548,2.2041,-5.6027,-2.9361,2.6667,-5.3342,-0.3818,4.9524,c1cc2c(o1)C(=O)C(=C(C2=O)N(C)C)N(C)C,0.5722,0.8708
1335,-7.5034,-3.9660,3.5374,-7.2340,-3.9143,3.3197,-6.2555,-1.4392,4.8163,c1cc2c(o1)C(=O)C(=C(C2=O)C(=O)OC)C(=O)OC,0.8497,1.4408
1337,-5.8017,-3.2710,2.5306,-5.7393,-3.0727,2.6667,-5.4308,-0.2063,5.2245,c1cc2c(o1)C(=O)C(=C(C2=O)N)N,0.5029,0.9195
1338,-7.6958,-4.3489,3.3470,-7.6272,-4.3075,3.3197,-6.6651,-2.9372,3.7279,c1cc2c(o1)C(=O)C(=C(C2=O)N(=O)=O)N(=O)=O,1.0075,1.6032
1340,-7.7170,-4.4245,3.2925,-7.7211,-4.5919,3.1293,-6.6623,-1.7372,4.9252,c1cc2c(o1)C(=O)[C]([C](C2=O)S([O])([O])O)S([O])(O)[O],1.2301,1.2230
1339,-7.6629,-4.3976,3.2653,-7.3739,-4.2446,3.1293,-6.5693,-1.3992,5.1701,c1cc2c(o1)C(=O)C(=C(C2=O)P(=O)(O)O)P(=O)(O)O,0.8671,1.3769
1341,-7.6749,-4.4912,3.1837,-7.5399,-4.3562,3.1837,-6.5247,-2.0620,4.4626,c1cc2c(o1)C(=O)C(=C(C2=O)C#N)C#N,1.0717,1.5636
134,-7.6259,-4.0068,3.6191,-7.4623,-4.0338,3.4286,-6.4319,-1.6427,4.7891,C1(=O)C(=CC=CC1=O)C(=O)OC,1.2395,1.7215
1342,-7.4232,-3.7769,3.6463,-7.1290,-3.6460,3.4830,-6.0343,-0.8370,5.1973,c1c(c2c(o1)C(=O)C=C(C2=O)F)F,0.7813,1.2129
1343,-7.3538,-3.8163,3.5374,-7.1475,-3.7733,3.3742,-6.0721,-0.9293,5.1429,c1c(c2c(o1)C(=O)C=C(C2=O)Cl)Cl,0.6593,1.3994
1345,-6.8172,-3.4430,3.3742,-6.5075,-3.2694,3.2381,-5.6346,-0.5461,5.0885,c1c(c2c(o1)C(=O)C=C(C2=O)O)O,0.6485,1.0708
1344,-6.6691,-3.6487,3.0204,-6.3666,-3.5910,2.7755,-5.8365,-0.8569,4.9796,c1c(c2c(o1)C(=O)C=C(C2=O)S)S,0.7585,1.1245
1347,-7.0776,-3.4585,3.6191,-6.7989,-3.3431,3.4558,-5.6904,-0.4386,5.2517,c1c(c2c(o1)C(=O)C=C(C2=O)C)C,0.6698,1.1694
1346,-6.7813,-3.4071,3.3742,-6.5217,-3.2563,3.2653,-5.5753,-0.5140,5.0612,c1c(c2c(o1)C(=O)C=C(C2=O)OC)OC,0.6135,1.0500
1348,-7.8645,-4.0006,3.8640,-7.5989,-3.8710,3.7279,-6.3266,-1.0748,5.2517,c1c(c2c(o1)C(=O)C=C(C2=O)C(F)(F)F)C(F)(F)F,0.7407,1.4795
1349,-7.4014,-3.7007,3.7007,-7.1268,-3.5894,3.5374,-6.0150,-0.7905,5.2245,c1c(c2c(o1)C(=O)C=C(C2=O)[SiH3])[SiH3],0.6266,1.3565
1350,-6.7222,-3.6202,3.1021,-6.4615,-3.5227,2.9388,-5.8014,-1.0122,4.7891,c1c(c2c(o1)C(=O)C=C(C2=O)C=C)C=C,0.7768,1.1706
1351,-7.7127,-4.0664,3.6463,-7.4588,-3.8942,3.5646,-6.2879,-2.1246,4.1633,c1c(c2c(o1)C(=O)C=C(C2=O)C=O)C=O,0.8090,1.5259
135,-7.8251,-4.0699,3.7551,-7.4857,-4.0027,3.4830,-6.5679,-0.6359,5.9320,C1=C(C=CC(=O)C1=O)C(F)(F)F,1.1414,1.6626
1352,-7.7179,-3.9083,3.8095,-7.5206,-3.9559,3.5646,-6.2240,-1.6797,4.5442,c1c(c2c(o1)C(=O)C=C(C2=O)C(=O)O)C(=O)O,0.8732,1.5657
1353,-7.6681,-3.8857,3.7823,-7.4553,-3.8906,3.5646,-6.1717,-1.6003,4.5714,c1c(c2c(o1)C(=O)C=C(C2=O)C(=O)OC)C(=O)OC,0.8621,1.5606
1355,-6.1668,-3.2008,2.9660,-6.2577,-3.2645,2.9932,-5.4044,-0.4792,4.9252,c1c(c2c(o1)C(=O)C=C(C2=O)N)N,0.2046,1.1186
1354,-5.9276,-3.1521,2.7755,-6.0433,-3.2678,2.7755,-5.3578,-0.4599,4.8980,c1c(c2c(o1)C(=O)C=C(C2=O)N(C)C)N(C)C,0.3155,1.1431
1356,-8.0534,-4.1894,3.8640,-7.8523,-4.0699,3.7823,-6.5067,-3.2142,3.2925,c1c(c2c(o1)C(=O)C=C(C2=O)N(=O)=O)N(=O)=O,1.1512,1.5785
1357,-7.7374,-4.1184,3.6191,-7.5456,-4.2531,3.2925,-6.2136,-1.1524,5.0612,c1c(c2c(o1)C(=O)C=C(C2=O)P(=O)(O)O)P(=O)(O)O,1.0371,1.3370
1358,-7.9848,-4.1480,3.8368,-7.8174,-4.3617,3.4558,-6.3758,-1.4778,4.8980,c1c(c2c(o1)C(=O)C=C(C2=O)S(O)([O])[O])S(O)([O])[O],1.2422,1.1777
1359,-7.8523,-4.1788,3.6735,-7.5891,-3.9973,3.5919,-6.4191,-1.5755,4.8436,c1c(c2c(o1)C(=O)C=C(C2=O)C#N)C#N,0.8285,1.5539
1360,-7.3255,-3.7608,3.5646,-7.0387,-3.6101,3.4286,-6.0283,-0.5589,5.4694,c1(cc2c(o1)C(=O)C=C(C2=O)F)F,0.7838,1.2483
1361,-7.2370,-3.8085,3.4286,-6.9750,-3.7097,3.2653,-6.0485,-0.8784,5.1701,c1(cc2c(o1)C(=O)C=C(C2=O)Cl)Cl,0.8111,1.2808
136,-7.8760,-4.0392,3.8368,-7.5897,-4.0251,3.5646,-6.5500,-0.8901,5.6599,C1(=O)C(=CC=CC1=O)C(F)(F)F,1.2407,1.3936
1362,-6.5067,-3.6223,2.8844,-6.4487,-3.5916,2.8572,-5.8106,-0.9943,4.8163,c1(cc2c(o1)C(=O)C=C(C2=O)S)S,0.6069,1.3102
1363,-6.5902,-3.4338,3.1565,-6.3236,-3.2215,3.1021,-5.6642,-0.1948,5.4694,c1(cc2c(o1)C(=O)C=C(C2=O)O)O,0.6673,1.0774
1364,-6.4789,-3.3769,3.1021,-6.2544,-3.1796,3.0748,-5.5649,-0.1771,5.3878,c1(cc2c(o1)C(=O)C=C(C2=O)OC)OC,0.6222,1.0321
1365,-6.9345,-3.4514,3.4830,-6.6253,-3.3872,3.2381,-5.7034,-0.3973,5.3061,c1(cc2c(o1)C(=O)C=C(C2=O)C)C,0.6313,1.2298
1367,-7.3731,-3.6996,3.6735,-7.1453,-3.6623,3.4830,-5.9513,-1.0261,4.9252,c1(cc2c(o1)C(=O)C=C(C2=O)[SiH3])[SiH3],0.7798,1.2991
1366,-7.9255,-4.0071,3.9184,-7.6822,-3.9815,3.7007,-6.2925,-1.3129,4.9796,c1(cc2c(o1)C(=O)C=C(C2=O)C(F)(F)F)C(F)(F)F,0.8855,1.3993
1369,-7.7979,-4.1244,3.6735,-7.5355,-4.1886,3.3470,-6.3219,-2.3491,3.9728,c1(cc2c(o1)C(=O)C=C(C2=O)C=O)C=O,0.9899,1.4407
1368,-6.6006,-3.6346,2.9660,-6.3042,-3.5559,2.7483,-5.7951,-1.4414,4.3538,c1(cc2c(o1)C(=O)C=C(C2=O)C=C)C=C,0.7940,1.2042
137,-7.7513,-4.1595,3.5919,-7.4966,-4.1769,3.3197,-6.6123,-1.4694,5.1429,C1(=O)C(=CC=CC1=O)C#N,1.2763,1.4624
1370,-7.9029,-4.2022,3.7007,-7.6634,-4.2621,3.4014,-6.4433,-2.0895,4.3538,c1(cc2c(o1)C(=O)C=C(C2=O)C(=O)O)C(=O)O,1.0344,1.2355
1373,-5.9598,-3.1842,2.7755,-5.6844,-2.9089,2.7755,-5.4128,-0.0522,5.3606,c1(cc2c(o1)C(=O)C=C(C2=O)N)N,0.5950,0.8741
1371,-7.7091,-3.9540,3.7551,-7.4988,-4.0430,3.4558,-6.2694,-1.9701,4.2993,c1(cc2c(o1)C(=O)C=C(C2=O)C(=O)OC)C(=O)OC,0.8848,1.4159
1372,-5.6648,-3.1614,2.5034,-5.5581,-3.2724,2.2857,-5.3404,-0.1159,5.2245,c1(cc2c(o1)C(=O)C=C(C2=O)N(C)C)N(C)C,0.3786,1.1383
1374,-8.1736,-4.2553,3.9184,-7.9347,-4.3973,3.5374,-6.6071,-3.2601,3.3470,c1(cc2c(o1)C(=O)C=C(C2=O)N(=O)=O)N(=O)=O,1.0372,1.5159
1375,-7.7984,-4.0433,3.7551,-7.4618,-3.7883,3.6735,-6.2838,-1.4403,4.8436,c1(cc2c(o1)C(=O)C=C(C2=O)P(=O)(O)O)P(=O)(O)O,0.7902,1.4431
1376,-8.0803,-4.2708,3.8095,-7.7565,-4.0014,3.7551,-6.5034,-1.7959,4.7075,c1(cc2c(o1)C(=O)C=C(C2=O)S([O])([O])O)S([O])([O])O,0.8424,1.5369
1377,-7.8128,-4.1938,3.6191,-7.5682,-4.2212,3.3470,-6.4112,-2.0030,4.4082,c1(cc2c(o1)C(=O)C=C(C2=O)C#N)C#N,0.9872,1.4380
1378,-7.4272,-3.7810,3.6463,-7.1233,-3.6675,3.4558,-6.0060,-0.6454,5.3606,c1c(c2c(o1)C(=O)C(=CC2=O)F)F,0.7428,1.2591
1379,-7.3535,-3.8161,3.5374,-7.1048,-3.7578,3.3470,-6.0621,-0.9192,5.1429,c1c(c2c(o1)C(=O)C(=CC2=O)Cl)Cl,0.7647,1.3042
138,-7.8185,-4.2267,3.5919,-7.4833,-4.0003,3.4830,-6.5957,-1.2351,5.3606,C1=C(C=CC(=O)C1=O)C#N,1.2350,1.6888
1380,-6.6950,-3.6746,3.0204,-6.4340,-3.7129,2.7211,-5.8011,-0.8215,4.9796,c1c(c2c(o1)C(=O)C(=CC2=O)S)S,0.5769,1.2957
1381,-6.9015,-3.5274,3.3742,-6.6294,-3.3641,3.2653,-5.5627,-0.2566,5.3061,c1c(c2c(o1)C(=O)C(=CC2=O)O)O,0.6989,0.9965
1382,-6.8044,-3.4846,3.3197,-6.6580,-3.5287,3.1293,-5.6920,-0.4131,5.2789,c1c(c2c(o1)C(=O)C(=CC2=O)OC)OC,0.5972,1.2716
1383,-7.0667,-3.4748,3.5919,-6.7938,-3.3924,3.4014,-5.6838,-0.3777,5.3061,c1c(c2c(o1)C(=O)C(=CC2=O)C)C,0.7046,1.2186
1384,-7.8550,-3.9910,3.8640,-7.5938,-3.9475,3.6463,-6.3178,-1.2838,5.0340,c1c(c2c(o1)C(=O)C(=CC2=O)C(F)(F)F)C(F)(F)F,0.8094,1.4117
1386,-6.7818,-3.6253,3.1565,-6.5391,-3.5459,2.9932,-5.7423,-1.2797,4.4626,c1c(c2c(o1)C(=O)C(=CC2=O)C=C)C=C,0.6726,1.3016
1385,-7.4008,-3.7002,3.7007,-7.1274,-3.6444,3.4830,-6.0136,-0.9796,5.0340,c1c(c2c(o1)C(=O)C(=CC2=O)[SiH3])[SiH3],0.6678,1.3165
1388,-7.7927,-4.0920,3.7007,-7.5560,-4.2634,3.2925,-6.3652,-1.6305,4.7347,c1c(c2c(o1)C(=O)C(=CC2=O)C(=O)O)C(=O)O,1.1088,1.1478
1387,-7.6947,-4.0212,3.6735,-7.4585,-4.0572,3.4014,-6.2808,-2.1176,4.1633,c1c(c2c(o1)C(=O)C(=CC2=O)C=O)C=O,0.8714,1.4557
1389,-7.6847,-3.8751,3.8095,-7.4311,-3.8664,3.5646,-6.1913,-1.7287,4.4626,c1c(c2c(o1)C(=O)C(=CC2=O)C(=O)OC)C(=O)OC,1.0381,1.3908
1390,-5.9614,-3.2131,2.7483,-5.9317,-2.9657,2.9660,-5.2207,-0.2411,4.9796,c1c(c2c(o1)C(=O)C(=CC2=O)N(C)C)N(C)C,0.6268,0.9320
139,-7.8060,-4.1597,3.6463,-7.5282,-3.9363,3.5919,-6.5940,-1.4512,5.1429,C1=C(C=CC(=O)C1=O)C(=O)O,1.2187,1.6448
1391,-6.2656,-3.2180,3.0476,-6.3848,-2.9562,3.4286,-5.2980,-0.1823,5.1157,c1c(c2c(o1)C(=O)C(=CC2=O)N)N,0.4857,0.8611
1392,-8.0501,-4.1861,3.8640,-7.8373,-4.1910,3.6463,-6.5130,-3.1660,3.3470,c1c(c2c(o1)C(=O)C(=CC2=O)N(=O)=O)N(=O)=O,1.2296,1.4927
1394,-8.0574,-4.2751,3.7823,-7.8400,-4.0033,3.8368,-6.4754,-1.6591,4.8163,c1c(c2c(o1)C(=O)C(=CC2=O)S(O)([O])[O])S([O])([O])O,0.8289,1.5903
1393,-7.7723,-4.0444,3.7279,-7.5018,-3.9644,3.5374,-6.1864,-1.3429,4.8436,c1c(c2c(o1)C(=O)C(=CC2=O)P(=O)(O)O)P(=O)(O)O,1.1886,1.1968
